event	flair	bambu	rnabloom	isotools	annotation	gene	species	type	longest_annotation
ENSMUSG00000018417_1_canonical	T	T	T	T	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_1_alternative	T	T	T	T	T	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_2_canonical	T	T	T	T	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_2_alternative	F	F	T	F	T	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_3_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_3_alternative	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_4_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_4_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_5_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_5_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_6_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_6_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_7_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_7_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_8_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_8_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_9_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_9_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_10_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_10_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_11_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_11_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_12_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_12_alternative	T	T	F	T	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_13_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_13_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_14_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_14_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_15_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_15_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_16_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_16_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_17_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_17_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_18_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_18_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_19_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_19_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_20_canonical	T	T	F	T	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_20_alternative	F	F	T	F	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_21_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_21_alternative	T	T	F	T	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000018417_22_canonical	F	F	F	F	T	ENSMUSG00000018417	mus_musculus	canonical	T
ENSMUSG00000018417_22_alternative	T	T	F	T	F	ENSMUSG00000018417	mus_musculus	alternative	T
ENSMUSG00000019647_1_canonical	T	T	T	T	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_1_alternative	T	F	F	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_2_canonical	T	T	F	T	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_2_alternative	T	F	F	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_3_canonical	F	F	F	F	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_3_alternative	F	F	F	F	T	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_4_canonical	F	F	F	F	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_4_alternative	T	T	F	T	T	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_5_canonical	F	F	F	F	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_5_alternative	F	F	T	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_6_canonical	F	F	F	F	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_6_alternative	F	F	T	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_7_canonical	T	T	F	T	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_7_alternative	F	F	T	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_8_canonical	T	T	F	T	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_8_alternative	F	F	T	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_9_canonical	F	F	F	F	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_9_alternative	F	F	T	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_10_canonical	F	F	F	F	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_10_alternative	T	F	F	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000019647_11_canonical	F	F	F	F	T	ENSMUSG00000019647	mus_musculus	canonical	T
ENSMUSG00000019647_11_alternative	F	F	T	F	F	ENSMUSG00000019647	mus_musculus	alternative	T
ENSMUSG00000020366_1_canonical	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	canonical	T
ENSMUSG00000020366_1_alternative	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	alternative	T
ENSMUSG00000020366_2_canonical	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	canonical	T
ENSMUSG00000020366_2_alternative	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	alternative	T
ENSMUSG00000020366_3_canonical	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	canonical	T
ENSMUSG00000020366_3_alternative	T	T	F	T	F	ENSMUSG00000020366	mus_musculus	alternative	T
ENSMUSG00000020366_4_canonical	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	canonical	T
ENSMUSG00000020366_4_alternative	F	F	T	F	F	ENSMUSG00000020366	mus_musculus	alternative	T
ENSMUSG00000020366_5_canonical	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	canonical	T
ENSMUSG00000020366_5_alternative	F	F	T	F	F	ENSMUSG00000020366	mus_musculus	alternative	T
ENSMUSG00000020366_6_canonical	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	canonical	T
ENSMUSG00000020366_6_alternative	F	F	T	F	F	ENSMUSG00000020366	mus_musculus	alternative	T
ENSMUSG00000020366_7_canonical	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	canonical	T
ENSMUSG00000020366_7_alternative	F	F	T	F	F	ENSMUSG00000020366	mus_musculus	alternative	T
ENSMUSG00000020366_8_canonical	T	T	T	T	T	ENSMUSG00000020366	mus_musculus	canonical	T
ENSMUSG00000020366_8_alternative	F	F	F	T	F	ENSMUSG00000020366	mus_musculus	alternative	T
ENSMUSG00000021936_1_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_1_alternative	F	F	F	T	T	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_2_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_2_alternative	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_3_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_3_alternative	T	T	F	T	T	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_4_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_4_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_5_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_5_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_6_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_6_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_7_canonical	T	T	F	T	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_7_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_8_canonical	T	T	F	T	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_8_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_9_canonical	T	T	F	T	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_9_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_10_canonical	T	T	F	T	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_10_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_11_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_11_alternative	T	T	F	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_12_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_12_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_13_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_13_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_14_canonical	T	T	F	T	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_14_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_15_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_15_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_16_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_16_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_17_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_17_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000021936_18_canonical	F	F	F	F	T	ENSMUSG00000021936	mus_musculus	canonical	T
ENSMUSG00000021936_18_alternative	F	F	T	F	F	ENSMUSG00000021936	mus_musculus	alternative	T
ENSMUSG00000022883_1_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_1_alternative	F	F	T	T	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_2_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_2_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_3_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_3_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_4_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_4_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_5_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_5_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_6_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_6_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_7_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_7_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_8_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_8_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_9_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_9_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_10_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_10_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_11_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_11_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000022883_12_canonical	T	T	T	T	T	ENSMUSG00000022883	mus_musculus	canonical	T
ENSMUSG00000022883_12_alternative	F	F	T	F	F	ENSMUSG00000022883	mus_musculus	alternative	T
ENSMUSG00000025020_1_canonical	F	F	F	F	T	ENSMUSG00000025020	mus_musculus	canonical	T
ENSMUSG00000025020_1_alternative	F	F	F	F	T	ENSMUSG00000025020	mus_musculus	alternative	T
ENSMUSG00000025020_2_canonical	F	F	F	F	T	ENSMUSG00000025020	mus_musculus	canonical	T
ENSMUSG00000025020_2_alternative	F	F	F	F	T	ENSMUSG00000025020	mus_musculus	alternative	T
ENSMUSG00000025020_3_canonical	F	F	F	F	T	ENSMUSG00000025020	mus_musculus	canonical	T
ENSMUSG00000025020_3_alternative	F	F	T	F	F	ENSMUSG00000025020	mus_musculus	alternative	T
ENSMUSG00000025020_4_canonical	F	F	F	F	T	ENSMUSG00000025020	mus_musculus	canonical	T
ENSMUSG00000025020_4_alternative	F	F	T	F	F	ENSMUSG00000025020	mus_musculus	alternative	T
ENSMUSG00000025020_5_canonical	F	F	F	F	T	ENSMUSG00000025020	mus_musculus	canonical	T
ENSMUSG00000025020_5_alternative	F	F	T	F	F	ENSMUSG00000025020	mus_musculus	alternative	T
ENSMUSG00000027646_1_canonical	T	T	T	T	T	ENSMUSG00000027646	mus_musculus	canonical	T
ENSMUSG00000027646_1_alternative	T	T	T	T	T	ENSMUSG00000027646	mus_musculus	alternative	T
ENSMUSG00000027646_2_canonical	T	T	T	T	T	ENSMUSG00000027646	mus_musculus	canonical	T
ENSMUSG00000027646_2_alternative	F	F	T	F	F	ENSMUSG00000027646	mus_musculus	alternative	T
ENSMUSG00000027646_3_canonical	T	T	T	T	T	ENSMUSG00000027646	mus_musculus	canonical	T
ENSMUSG00000027646_3_alternative	F	F	T	F	F	ENSMUSG00000027646	mus_musculus	alternative	T
ENSMUSG00000027646_4_canonical	T	T	T	T	T	ENSMUSG00000027646	mus_musculus	canonical	T
ENSMUSG00000027646_4_alternative	F	F	T	F	F	ENSMUSG00000027646	mus_musculus	alternative	T
ENSMUSG00000032366_1_canonical	T	T	F	T	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_1_alternative	T	T	F	T	T	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_2_canonical	T	T	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_2_alternative	T	T	F	F	T	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_3_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_3_alternative	T	F	F	T	T	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_4_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_4_alternative	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_5_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_5_alternative	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_6_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_6_alternative	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_7_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_7_alternative	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_8_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_8_alternative	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_9_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_9_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_10_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_10_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_11_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_11_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_12_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_12_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_13_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_13_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_14_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_14_alternative	F	F	F	T	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_15_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_15_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_16_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_16_alternative	T	F	F	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_17_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_17_alternative	T	T	F	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_18_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_18_alternative	F	T	F	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_19_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_19_alternative	T	T	F	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_20_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_20_alternative	T	F	F	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_21_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_21_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_22_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_22_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_23_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_23_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_24_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_24_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_25_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_25_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_26_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_26_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_27_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_27_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_28_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_28_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_29_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_29_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_30_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_30_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_31_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_31_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_32_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_32_alternative	F	F	T	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_33_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_33_alternative	T	T	F	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_34_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_34_alternative	T	F	F	F	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_35_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
ENSMUSG00000032366_35_alternative	F	F	F	T	F	ENSMUSG00000032366	mus_musculus	alternative	T
ENSMUSG00000032366_36_canonical	F	F	F	F	T	ENSMUSG00000032366	mus_musculus	canonical	T
