event	flair	bambu	rnabloom	isotools	annotation	gene	species	type	longest_annotation
ENSG00000050748_12_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_12_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_13_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_13_alternative	T	F	F	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_14_canonical	T	T	T	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_14_alternative	F	T	F	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_15_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_15_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_16_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_16_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
ENSG00000050748_17_canonical	T	T	F	T	T	ENSG00000050748	homo_sapiens	canonical	T
ENSG00000050748_17_alternative	F	F	T	F	F	ENSG00000050748	homo_sapiens	alternative	T
